stage,label,wall_seconds,cpu_seconds,cpu_user_seconds,cpu_system_seconds,cpu_utilisation,peak_rss_bytes,repeats,cpu_seconds_each,meta.catalogue,meta.repeat,meta.meter,dataset,family,reranker,repeat
rerank,itemknn,30.601098300001468,30.5625,30.546875,0.015625,0.9987386629191192,314335232,1,30.5625,ml100k,0,,ml100k,itemknn,qubo_feasible,0
train,itemknn,0.3890422999975271,0.390625,0.34375,0.046875,1.0040681951615105,314335232,2,0.1953125,ml100k,0,,ml100k,itemknn,qubo_tabu,0
rerank_setup,itemknn,0.3572260000000824,0.34375,0.296875,0.046875,0.9622759821511332,314335232,4,0.0859375,ml100k,0,,ml100k,itemknn,qubo_tabu,0
retrieve_score,itemknn,0.3126457000034861,0.3125,0.3125,0.0,0.9995339772672884,314335232,22,0.0142045454545454,ml100k,0,,ml100k,itemknn,qubo_tabu,0
retrieve_select,itemknn,0.2991615999999339,0.3125,0.234375,0.078125,1.0445859361631606,314335232,74,0.0042229729729729,ml100k,0,,ml100k,itemknn,qubo_tabu,0
rerank,itemknn,24.27795029999833,24.234375,24.234375,0.0,0.9982051491390382,314335232,1,24.234375,ml100k,0,,ml100k,itemknn,qubo_tabu,0
train,als,4.792570599995088,6.15625,5.3125,0.84375,1.2845402840818474,314335232,1,6.15625,ml100k,0,,ml100k,als,none,0
retrieve_score,als,0.1932568999982322,0.3125,0.25,0.0625,1.6170185902953969,314335232,29,0.0107758620689655,ml100k,0,,ml100k,als,none,0
retrieve_select,als,0.3072210999962408,0.3125,0.28125,0.03125,1.017182739088636,314335232,71,0.0044014084507042,ml100k,0,,ml100k,als,none,0
train,als,4.790071999996144,5.59375,5.09375,0.5,1.1677799415133014,314335232,1,5.59375,ml100k,0,,ml100k,als,greedy_topk,0
rerank_setup,als,0.3604638000033446,0.359375,0.28125,0.078125,0.9969794470253752,314335232,4,0.08984375,ml100k,0,,ml100k,als,greedy_topk,0
retrieve_score,als,0.1411984999940614,0.328125,0.171875,0.15625,2.323856131713866,314335232,21,0.015625,ml100k,0,,ml100k,als,greedy_topk,0
retrieve_select,als,0.3103408999959356,0.3125,0.234375,0.078125,1.0069571880602677,314335232,75,0.0041666666666666,ml100k,0,,ml100k,als,greedy_topk,0
rerank,als,0.3086270000057993,0.3125,0.28125,0.03125,1.0125491288647068,314335232,16,0.01953125,ml100k,0,,ml100k,als,greedy_topk,0
train,als,4.776933900000586,5.859375,4.953125,0.90625,1.22659746244328,314335232,1,5.859375,ml100k,0,,ml100k,als,mmr,0
rerank_setup,als,0.3700826999993296,0.375,0.328125,0.046875,1.0132870301710382,314335232,4,0.09375,ml100k,0,,ml100k,als,mmr,0
retrieve_score,als,0.2657356999989133,0.3125,0.234375,0.078125,1.1759804949100852,314335232,37,0.0084459459459459,ml100k,0,,ml100k,als,mmr,0
retrieve_select,als,0.3126413999998476,0.3125,0.203125,0.109375,0.9995477246460396,314335232,76,0.0041118421052631,ml100k,0,,ml100k,als,mmr,0
rerank,als,0.3815781999946921,0.375,0.359375,0.015625,0.9827605455584631,314335232,2,0.1875,ml100k,0,,ml100k,als,mmr,0
train,als,4.89202479999949,6.0625,5.46875,0.59375,1.239261910528465,314335232,1,6.0625,ml100k,0,,ml100k,als,quota_mmr,0
rerank_setup,als,0.361460200001602,0.359375,0.296875,0.0625,0.9942311767613894,314335232,4,0.08984375,ml100k,0,,ml100k,als,quota_mmr,0
retrieve_score,als,0.2917143999948166,0.40625,0.390625,0.015625,1.392629229161188,314335232,43,0.0094476744186046,ml100k,0,,ml100k,als,quota_mmr,0
retrieve_select,als,0.3097194000001764,0.3125,0.234375,0.078125,1.008977803779234,314335232,67,0.0046641791044776,ml100k,0,,ml100k,als,quota_mmr,0
rerank,als,0.4250391999958083,0.421875,0.421875,0.0,0.9925555101839088,314335232,3,0.140625,ml100k,0,,ml100k,als,quota_mmr,0
train,als,4.893827299994882,5.546875,5.046875,0.5,1.1334431437753842,314335232,1,5.546875,ml100k,0,,ml100k,als,balanced_quota,0
